,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2205.78561407431,85,95,
,A02,SYBR,,Std-01,,91,2170.25599700408,83,95,
,A03,SYBR,,Std-01,,91,2304.34485227161,84,95,
,A04,SYBR,,Unkn-01,,91,1588.57229161785,81,95,
,A05,SYBR,,Unkn-01,,91,1647.37867166739,81,95,
,A06,SYBR,,Unkn-01,,91,1546.59755350453,81,95,
,A07,SYBR,,Unkn-09,,89.5,1800.10413539338,78.5,95,
,A08,SYBR,,Unkn-09,,89.5,1563.78679889833,67,95,
,A09,SYBR,,Unkn-09,,89.5,1592.33271612361,66,95,
,A10,SYBR,,Unkn-17,,91,2039.00809240941,84,95,
,A11,SYBR,,Unkn-17,,91,2174.84791683433,83,95,
,A12,SYBR,,Unkn-17,,91,2269.35409258189,83,95,
,B01,SYBR,,Std-02,,91,2173.6919850495,83.5,95,
,B02,SYBR,,Std-02,,91,2347.9238678649,82.5,95,
,B03,SYBR,,Std-02,,91,2448.75957698215,80,95,
,B04,SYBR,,Unkn-02,,90.5,1541.05082528594,79,95,
,B05,SYBR,,Unkn-02,,90.5,1539.02817856251,79.5,95,
,B06,SYBR,,Unkn-02,,91,1501.10723361931,66.5,95,
,B07,SYBR,,Unkn-10,,90,1918.58321223654,83.5,95,
,B08,SYBR,,Unkn-10,,90,1714.69404084486,83.5,95,
,B09,SYBR,,Unkn-10,,90,1829.41961546482,83.5,95,
,B10,SYBR,,Unkn-18,,91,1719.36588538559,83,95,
,B11,SYBR,,Unkn-18,,91,1743.76457294943,83.5,95,
,B12,SYBR,,Unkn-18,,91.5,1782.6474905965,84,95,
,C01,SYBR,,Std-03,,91,2340.24856052797,79,95,
,C02,SYBR,,Std-03,,90.5,2463.53632952352,82.5,95,
,C03,SYBR,,Std-03,,91,2376.21095496736,83,95,
,C04,SYBR,,Unkn-03,,90.5,1689.85481383204,66,95,
,C05,SYBR,,Unkn-03,,91,1715.42813493851,66,95,
,C06,SYBR,,Unkn-03,,91,1684.78653916941,66,95,
,C07,SYBR,,Unkn-11,,91,2311.60326513199,83.5,95,
,C08,SYBR,,Unkn-11,,91,2021.60796837349,83.5,95,
,C09,SYBR,,Unkn-11,,91,2098.18737404309,83.5,95,
,C10,SYBR,,Unkn-19,,90,1845.18799424927,66,95,
,C11,SYBR,,Unkn-19,,90,1965.85410997348,66,95,
,C12,SYBR,,Unkn-19,,90,1902.70571455462,79,95,
,D01,SYBR,,Std-04,,90.5,2389.1112895912,80,95,
,D02,SYBR,,Std-04,,90.5,2350.34507669502,82.5,95,
,D03,SYBR,,Std-04,,90.5,2438.24625323451,80.5,95,
,D04,SYBR,,Unkn-04,,90,1791.81124268788,66.5,95,
,D05,SYBR,,Unkn-04,,90,1827.20194887307,66.5,95,
,D06,SYBR,,Unkn-04,,90,1815.07272749187,66.5,95,
,D07,SYBR,,Unkn-12,,89.5,2431.77120871181,84,95,
,D08,SYBR,,Unkn-12,,90,1792.58361157806,84,95,
,D09,SYBR,,Unkn-12,,90,1741.42485422692,84,95,
,D10,SYBR,,Unkn-20,,89.5,1906.61544819964,66.5,95,
,D11,SYBR,,Unkn-20,,89.5,1958.08933063284,66,95,
,D12,SYBR,,Unkn-20,,90,1967.60539202834,66,95,
,E01,SYBR,,Std-05,,90.5,2234.36652865766,81,95,
,E02,SYBR,,Std-05,,90.5,2414.48868537804,82.5,95,
,E03,SYBR,,Std-05,,90.5,2366.10117696801,82.5,95,
,E04,SYBR,,Unkn-05,,89.5,1928.38325315463,67,95,
,E05,SYBR,,Unkn-05,,89.5,1771.30058147897,66.5,95,
,E06,SYBR,,Unkn-05,,89.5,1830.45212997604,66.5,95,
,E07,SYBR,,Unkn-13,,89.5,2189.26318605219,64,95,
,E08,SYBR,,Unkn-13,,89.5,1878.61295715267,66.5,95,
,E09,SYBR,,Unkn-13,,89.5,1795.55959708667,66,95,
,E10,SYBR,,Unkn-21,,89.5,1594.62907235329,66.5,95,
,E11,SYBR,,Unkn-21,,89.5,1602.95193598167,78.5,95,
,E12,SYBR,,Unkn-21,,89.5,1674.4628076534,66.5,95,
,F01,SYBR,,Std-06,,90.5,2090.89105589969,81,95,
,F02,SYBR,,Std-06,,90.5,2236.30473515861,80.5,95,
,F03,SYBR,,Std-06,,90.5,2269.75553934133,81,95,
,F04,SYBR,,Unkn-06,,89.5,1654.30718268563,66,95,
,F05,SYBR,,Unkn-06,,89.5,1710.98430959098,66.5,95,
,F06,SYBR,,Unkn-06,,89.5,1647.26197365822,66.5,95,
,F07,SYBR,,Unkn-14,,89.5,2154.89690887257,63.5,95,
,F08,SYBR,,Unkn-14,,90,1830.94401459324,66.5,95,
,F09,SYBR,,Unkn-14,,90,1772.72289709046,66.5,95,
,F10,SYBR,,Unkn-22,,91.5,1892.47525368997,82.5,95,
,F11,SYBR,,Unkn-22,,91.5,1823.3787225217,81.5,95,
,F12,SYBR,,Unkn-22,,91.5,1882.01505259272,81,95,
,G01,SYBR,,Std-07,,90.5,1981.78381406147,81.5,95,
,G02,SYBR,,Std-07,,90.5,2026.57696331681,82.5,95,
,G03,SYBR,,Std-07,,90.5,2187.88268869179,82,95,
,G04,SYBR,,Unkn-07,,89.5,1831.46639855025,66.5,95,
,G05,SYBR,,Unkn-07,,89.5,1796.50893186978,66.5,95,
,G06,SYBR,,Unkn-07,,90,1813.57169869186,66.5,95,
,G07,SYBR,,Unkn-15,,89,2045.88831175805,63,95,
,G08,SYBR,,Unkn-15,,89,1721.25243397097,66,95,
,G09,SYBR,,Unkn-15,,89.5,1656.69649713207,66,95,
,G10,SYBR,,Unkn-23,,91,2038.3505546401,83,95,
,G11,SYBR,,Unkn-23,,91.5,2173.18009959068,83.5,95,
,G12,SYBR,,Unkn-23,,91.5,2146.31562460907,79,95,
,H01,SYBR,,NTC,,None,None,None,None,
,H02,SYBR,,NTC,,None,None,None,None,
,H03,SYBR,,NTC,,None,None,None,None,
,H04,SYBR,,Unkn-08,,90,1617.64208524413,66,95,
,H05,SYBR,,Unkn-08,,90,1709.49446534096,66,95,
,H06,SYBR,,Unkn-08,,90,1614.70707747015,67,95,
,H07,SYBR,,Unkn-16,,91,1782.4717515808,83,95,
,H08,SYBR,,Unkn-16,,91,1600.19184259495,83,95,
,H09,SYBR,,Unkn-16,,91,1664.31418147059,83,95,
,H10,SYBR,,Unkn-24,,91.5,1887.37710022398,83,95,
,H11,SYBR,,Unkn-24,,91.5,1896.28587554562,83,95,
,H12,SYBR,,Unkn-24,,91.5,2003.37343960812,81.5,95,
