,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,7.94726296883873,8.20873045252238,8.09398596293762,12.1504470204209,12.0515084495949,12.0899558850278,13.1637901893582,13.3086204870093,13.2736080035942,12.6980123695828,12.7386456901459,12.689996514116
A,copy number,365000000,365000000,365000000,25071744.4112169,26662371.2448811,26032606.3168028,13352840.1047129,12203047.1519472,12471593.4388819,17837642.3056958,17392664.6595322,17926759.7032663
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,11.5330530161933,11.3885798347187,11.743435179778,11.5631734692914,11.4676483958253,11.4612393087788,12.9812623763168,13.079255291263,13.1414526574173,12.4567220777766,12.4250738267702,12.5601099546175
B,copy number,36500000,36500000,36500000,36120453.1806981,38330610.6241638,38483648.874711,14957452.8895709,14073391.169635,13539572.8693588,20724678.0910436,21136500.2402301,19434448.6937992
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,15.3787527240568,15.1191546675049,15.1645484083778,11.0589117009333,10.990558389063,11.0524818836503,13.9946336884671,13.9804666028963,14.0734367988182,16.9666368849625,17.070623522482,17.2749711063512
C,copy number,3650000,3650000,3650000,49420595.2721229,51566056.8083528,49618550.7339323,7965978.71144176,8036452.27312257,7585106.1038617,1255376.77281797,1176784.25901137,1036385.5274371
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,18.4447617129054,18.9110529289757,18.8337763103418,13.775346055416,13.3185076784261,13.4488711851033,13.2683931928571,13.3190752891647,13.4635562069799,12.3403587451709,12.1152234807844,12.5193071477826
D,copy number,365000,365000,365000,9129533.51285496,12128264.708946,11184059.2549074,12512093.6466485,12123985.4833035,11082414.3597544,22279571.837313,25626848.0724906,19933764.1375066
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,22.3512472197615,22.3419816019299,22.2871170274028,13.7096964057958,13.7722302491421,13.7419616765142,12.7795499942621,13.101750225599,13.1663438314018,12.9932247458929,12.9648977182486,12.9626003755906
E,copy number,36500,36500,36500,9509868.83359867,9147235.91871146,9321002.85929595,16955930.5301429,13877938.0237781,13331657.3954026,14846623.8840956,15110409.5144532,15132007.077141
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,24.9753655045198,27.8305474162674,26.1611526140955,15.3264188832589,15.1762308289959,15.2318594532812,12.3066432441971,12.3869847339717,12.3466388311951,12.2274499043182,12.1666808261478,12.3971493164325
F,copy number,3650,3650,3650,3480537.3560986,3821187.04237359,3691289.56575847,22751513.8960455,21642999.2283497,22192752.3101603,23899738.3520987,24819972.2812299,21506657.7513461
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,26.4274022160347,31.8223119970183,33.0602144924735,15.575242604329,15.4425991837903,15.3212378353503,14.4059297801586,14.431862328466,14.6056815508944,18.8615968927619,19.1549577791569,19.4673239796315
G,copy number,365,365,365,2981685.74792245,3237998.7189388,3491766.74446786,6168589.19930271,6069932.3382914,5448177.4611567,386473.271655394,322039.86553545,265196.763841395
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,31.8113607865862,30.8637232155973,32.2259124787324,18.4258842623565,18.7717872265468,18.3289149798295,12.6350689857451,12.463388255461,12.4551130514838,12.1985835895158,12.009611082535,12.1547829742803
H,copy number,NaN,NaN,NaN,506716.936241214,408666.279953605,538205.232467072,18549520.0344021,20638962.9442884,20745420.5730485,24332531.0578162,27366004.9591652,25004248.648655
