,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,2814.85559563612,81,95,
,A02,SYBR,,Std-01,,87,2785.63818618713,80.5,95,
,A03,SYBR,,Std-01,,87,2905.51555364376,80,95,
,A04,SYBR,,Unkn-01,,86.5,2257.437707151,67.5,94,
,A05,SYBR,,Unkn-01,,86.5,2490.84641871537,67.5,94,
,A06,SYBR,,Unkn-01,,86.5,2384.76342281096,67.5,94,
,A07,SYBR,,Unkn-09,,87,2236.20353102577,67.5,94,
,A08,SYBR,,Unkn-09,,87,2214.2709007149,77.5,94,
,A09,SYBR,,Unkn-09,,87,2231.6091585898,67.5,95,
,A10,SYBR,,Unkn-17,,89,1887.12583632751,69,92,
,A11,SYBR,,Unkn-17,,89,1947.57220438043,77,92,
,A12,SYBR,,Unkn-17,,89,2032.57630350833,80,92,
,B01,SYBR,,Std-02,,87,2928.2435562513,81.5,94,
,B02,SYBR,,Std-02,,86.5,2890.83160668471,80.5,94,
,B03,SYBR,,Std-02,,87,2903.14806471613,80.5,95,
,B04,SYBR,,Unkn-02,,86.5,2611.41122780964,68,94,
,B05,SYBR,,Unkn-02,,86.5,2598.86033524517,68,91,
,B06,SYBR,,Unkn-02,,86.5,2598.68424855046,68,95,
,B07,SYBR,,Unkn-10,,86.5,2558.61650932679,68,95,
,B08,SYBR,,Unkn-10,,86.5,2590.75632123867,68,95,
,B09,SYBR,,Unkn-10,,86.5,2542.98013355517,69.5,95,
,B10,SYBR,,Unkn-18,,87,2191.51233860376,68,95,
,B11,SYBR,,Unkn-18,,87,2267.83430168524,68,95,
,B12,SYBR,,Unkn-18,,87,2162.93170568562,77.5,95,
,C01,SYBR,,Std-03,,86.5,2836.41166456996,80.5,95,
,C02,SYBR,,Std-03,,86.5,3023.06258787973,80.5,93,
,C03,SYBR,,Std-03,,86.5,2932.08603805913,80.5,94,
,C04,SYBR,,Unkn-03,,86.5,2583.89423532957,68,91,
,C05,SYBR,,Unkn-03,,86.5,2728.46057939812,68,91,
,C06,SYBR,,Unkn-03,,86.5,2528.45558002063,68.5,91,
,C07,SYBR,,Unkn-11,,86,2635.74693697661,69,95,
,C08,SYBR,,Unkn-11,,86,2726.83852346061,67.5,95,
,C09,SYBR,,Unkn-11,,86,2671.84728312376,68,94,
,C10,SYBR,,Unkn-19,,86.5,2325.3331495449,67.5,91,
,C11,SYBR,,Unkn-19,,86.5,2523.05086545547,67.5,91,
,C12,SYBR,,Unkn-19,,86.5,2250.52974509393,74.5,93,
,D01,SYBR,,Std-04,,86.5,2903.67948849648,80.5,94,
,D02,SYBR,,Std-04,,86.5,2880.72897577071,80,95,
,D03,SYBR,,Std-04,,86.5,2919.38569369446,80,94,
,D04,SYBR,,Unkn-04,,86.5,2327.29734796082,68,95,
,D05,SYBR,,Unkn-04,,86,2403.55226322875,67.5,95,
,D06,SYBR,,Unkn-04,,86.5,2321.08208397174,67.5,94,
,D07,SYBR,,Unkn-12,,87,2369.99576705922,69.5,95,
,D08,SYBR,,Unkn-12,,87,2343.12861316278,67.5,95,
,D09,SYBR,,Unkn-12,,86.5,2061.68849676425,67.5,95,
,D10,SYBR,,Unkn-20,,86.5,1918.89263983286,68,92,
,D11,SYBR,,Unkn-20,,86.5,2016.5466570777,68,92,
,D12,SYBR,,Unkn-20,,86.5,1835.581313307,74,92,
,E01,SYBR,,Std-05,,86.5,2725.36624571168,80.5,94,
,E02,SYBR,,Std-05,,86.5,2808.01324565638,80.5,94,
,E03,SYBR,,Std-05,,86.5,2751.76585836455,80.5,95,
,E04,SYBR,,Unkn-05,,86.5,2246.20888454931,67.5,95,
,E05,SYBR,,Unkn-05,,86.5,2163.24640573884,67.5,95,
,E06,SYBR,,Unkn-05,,86.5,2300.29468502504,68,94,
,E07,SYBR,,Unkn-13,,86.5,2176.56288991775,68.5,94,
,E08,SYBR,,Unkn-13,,86.5,2076.67170544503,68.5,94,
,E09,SYBR,,Unkn-13,,86,1895.81338873303,68,91.5,
,E10,SYBR,,Unkn-21,,88,1768.3485161059,68,91.5,
,E11,SYBR,,Unkn-21,,88,1653.42512565796,68.5,91.5,
,E12,SYBR,,Unkn-21,,88,1747.65714488161,72.5,91.5,
,F01,SYBR,,Std-06,,86.5,2702.6150161642,79.5,95,
,F02,SYBR,,Std-06,,86.5,2475.27742406887,79.5,95,
,F03,SYBR,,Std-06,,86.5,2821.84722175249,80,95,
,F04,SYBR,,Unkn-06,,86.5,2296.60799523908,68.5,94,
,F05,SYBR,,Unkn-06,,86.5,2375.20788844162,68.5,95,
,F06,SYBR,,Unkn-06,,86.5,2303.41445168968,67.5,95,
,F07,SYBR,,Unkn-14,,86.5,2527.91848510103,68,95,
,F08,SYBR,,Unkn-14,,86.5,2572.61722608153,67.5,95,
,F09,SYBR,,Unkn-14,,86.5,2530.51738460306,68,95,
,F10,SYBR,,Unkn-22,,86.5,2489.31830844953,67.5,92,
,F11,SYBR,,Unkn-22,,86.5,2431.77842337284,67.5,95,
,F12,SYBR,,Unkn-22,,86.5,2250.27947486278,69,92,
,G01,SYBR,,Std-07,,86.5,2484.18048030912,79.5,92,
,G02,SYBR,,Std-07,,86.5,2045.91086478911,80,92,
,G03,SYBR,,Std-07,,87,2350.57961930102,79.5,91,
,G04,SYBR,,Unkn-07,,86.5,2430.51538018525,67.5,94,
,G05,SYBR,,Unkn-07,,86.5,2424.25638420351,67.5,91,
,G06,SYBR,,Unkn-07,,86.5,2519.57407912981,67.5,91,
,G07,SYBR,,Unkn-15,,86.5,2889.0402194798,67.5,95,
,G08,SYBR,,Unkn-15,,86.5,2732.88542022667,67.5,95,
,G09,SYBR,,Unkn-15,,86.5,2615.82163470443,67.5,95,
,G10,SYBR,,Unkn-23,,86.5,2247.85889469827,67.5,95,
,G11,SYBR,,Unkn-23,,86.5,2308.49752344003,67.5,91,
,G12,SYBR,,Unkn-23,,87,2194.07086608024,78.5,94,
,H01,SYBR,,NTC,,87.5,2104.1093082654,78,95,
,H02,SYBR,,NTC,,88,1821.80253053747,79,92,
,H03,SYBR,,NTC,,87,2241.29104655551,79.5,91,
,H04,SYBR,,Unkn-08,,86.5,2355.3824541709,67.5,95,
,H05,SYBR,,Unkn-08,,86.5,2502.93232411137,67.5,94,
,H06,SYBR,,Unkn-08,,86.5,2493.03667815317,67.5,94,
,H07,SYBR,,Unkn-16,,86.5,2087.34598170255,68,95,
,H08,SYBR,,Unkn-16,,86.5,2323.26247730208,67.5,95,
,H09,SYBR,,Unkn-16,,86.5,2136.89250669035,67.5,95,
,H10,SYBR,,Unkn-24,,86,2257.07169628388,67.5,94,
,H11,SYBR,,Unkn-24,,86,2417.29459548959,67.5,94,
,H12,SYBR,,Unkn-24,,86.5,2505.01399737393,75.5,95,
