,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,7.94726296883873,365000000
,A02,SYBR,,Std-01,,8.20873045252238,365000000
,A03,SYBR,,Std-01,,8.09398596293762,365000000
,A04,SYBR,,Unkn-01,,12.1504470204209,25071744.4112169
,A05,SYBR,,Unkn-01,,12.0515084495949,26662371.2448811
,A06,SYBR,,Unkn-01,,12.0899558850278,26032606.3168028
,A07,SYBR,,Unkn-09,,13.1637901893582,13352840.1047129
,A08,SYBR,,Unkn-09,,13.3086204870093,12203047.1519472
,A09,SYBR,,Unkn-09,,13.2736080035942,12471593.4388819
,A10,SYBR,,Unkn-17,,12.6980123695828,17837642.3056958
,A11,SYBR,,Unkn-17,,12.7386456901459,17392664.6595322
,A12,SYBR,,Unkn-17,,12.689996514116,17926759.7032663
,B01,SYBR,,Std-02,,11.5330530161933,36500000
,B02,SYBR,,Std-02,,11.3885798347187,36500000
,B03,SYBR,,Std-02,,11.743435179778,36500000
,B04,SYBR,,Unkn-02,,11.5631734692914,36120453.1806981
,B05,SYBR,,Unkn-02,,11.4676483958253,38330610.6241638
,B06,SYBR,,Unkn-02,,11.4612393087788,38483648.874711
,B07,SYBR,,Unkn-10,,12.9812623763168,14957452.8895709
,B08,SYBR,,Unkn-10,,13.079255291263,14073391.169635
,B09,SYBR,,Unkn-10,,13.1414526574173,13539572.8693588
,B10,SYBR,,Unkn-18,,12.4567220777766,20724678.0910436
,B11,SYBR,,Unkn-18,,12.4250738267702,21136500.2402301
,B12,SYBR,,Unkn-18,,12.5601099546175,19434448.6937992
,C01,SYBR,,Std-03,,15.3787527240568,3650000
,C02,SYBR,,Std-03,,15.1191546675049,3650000
,C03,SYBR,,Std-03,,15.1645484083778,3650000
,C04,SYBR,,Unkn-03,,11.0589117009333,49420595.2721229
,C05,SYBR,,Unkn-03,,10.990558389063,51566056.8083528
,C06,SYBR,,Unkn-03,,11.0524818836503,49618550.7339323
,C07,SYBR,,Unkn-11,,13.9946336884671,7965978.71144176
,C08,SYBR,,Unkn-11,,13.9804666028963,8036452.27312257
,C09,SYBR,,Unkn-11,,14.0734367988182,7585106.1038617
,C10,SYBR,,Unkn-19,,16.9666368849625,1255376.77281797
