,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Std-01,,,8.70431999630024,16.5062380919264,13.6908535257545,365000000,8.56229286445648,365000000,0,59,
,A02,SYBR,,Std-01,,,8.49976140464024,16.5062380919264,13.6908535257545,365000000,8.56229286445648,365000000,0,59,
,A03,SYBR,,Std-01,,,32.3146328748388,16.5062380919264,13.6908535257545,365000000,8.56229286445648,365000000,0,59,
,A04,SYBR,,Unkn-01,,,15.5421643675427,16.7661961960262,1.06841980652032,23146894.724782,7.36449273641881,11244716.1382871,10323228.7958364,59,
,A05,SYBR,,Unkn-01,,,17.2446814205018,16.7661961960262,1.06841980652032,5861659.80409419,6.76802060948079,11244716.1382871,10323228.7958364,59,
,A06,SYBR,,Unkn-01,,,17.511742800034,16.7661961960262,1.06841980652032,4725593.88598505,6.67445639595607,11244716.1382871,10323228.7958364,59,
,A07,SYBR,,Unkn-09,,,15.8793169274321,16.1437239290354,0.236400102379675,17634870.3970688,7.24637227227996,14425359.2133319,2845063.2761123,59,
,A08,SYBR,,Unkn-09,,,16.3346786981848,16.1437239290354,0.236400102379675,12213426.945212,7.0868375390125,14425359.2133319,2845063.2761123,59,
,A09,SYBR,,Unkn-09,,,16.2171761614893,16.1437239290354,0.236400102379675,13427780.2977148,7.12800422680663,14425359.2133319,2845063.2761123,59,
,A10,SYBR,,Unkn-17,,,19.6515778747539,18.3861899284491,1.13441178489977,840951.816795183,5.92477111315886,2945375.92802326,2045323.26404845,59,
,A11,SYBR,,Unkn-17,,,18.046728127354,18.3861899284491,1.13441178489977,3069204.10585871,6.4870257705109,2945375.92802326,2045323.26404845,59,
,A12,SYBR,,Unkn-17,,,17.4602637832395,18.3861899284491,1.13441178489977,4925971.8614159,6.69249192669376,2945375.92802326,2045323.26404845,59,
,B01,SYBR,,Std-02,,,11.8545429988742,11.9190238580177,0.134179750266849,36500000,7.56229286445647,36500000,0,59,
,B02,SYBR,,Std-02,,,11.8292566260072,11.9190238580177,0.134179750266849,36500000,7.56229286445647,36500000,0,59,
,B03,SYBR,,Std-02,,,12.0732719491717,11.9190238580177,0.134179750266849,36500000,7.56229286445647,36500000,0,59,
,B04,SYBR,,Unkn-02,,,17.1188243471674,17.0320324857651,0.0927534686051628,6488051.4627965,6.81211428601196,6971644.27916786,524674.230995468,59,
,B05,SYBR,,Unkn-02,,,17.0429834550127,17.0320324857651,0.0927534686051628,6897392.36883847,6.83868493220534,6971644.27916786,524674.230995468,59,
,B06,SYBR,,Unkn-02,,,16.9342896551153,17.0320324857651,0.0927534686051628,7529489.0058686,6.87676550349661,6971644.27916786,524674.230995468,59,
,B07,SYBR,,Unkn-10,,,17.3182892918825,17.4065492685411,0.0902946446615474,5523728.14071259,6.74223229592148,5153202.37454606,374224.024332374,59,
