,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,86.5,2618.93457547299,82,95,
,A02,SYBR,,Std-01,,86.5,2536.91434721191,81,95,
,A03,SYBR,,Std-01,,87.5,1830.49370445026,80.5,92,
,A04,SYBR,,Unkn-01,,87,2019.457289649,69,95,
,A05,SYBR,,Unkn-01,,87,2064.12208784579,69,91.5,
,A06,SYBR,,Unkn-01,,87,1975.88778369378,79,91.5,
,A07,SYBR,,Unkn-09,,87,1724.01027523718,78.5,94,
,A08,SYBR,,Unkn-09,,87,1871.69300043792,78.5,92,
,A09,SYBR,,Unkn-09,,87,1733.77115855393,69.5,91.5,
,A10,SYBR,,Unkn-17,,87,2020.95202698021,78.5,92,
,A11,SYBR,,Unkn-17,,87,2006.69947986467,80.5,91,
,A12,SYBR,,Unkn-17,,87,1699.75889222298,81.5,91,
,B01,SYBR,,Std-02,,86.5,2625.68159239323,81,90.5,
,B02,SYBR,,Std-02,,86.5,2586.99027048519,81,93.5,
,B03,SYBR,,Std-02,,86.5,2742.46287861837,80,93.5,
,B04,SYBR,,Unkn-02,,87,2029.36477560621,68.5,91.5,
,B05,SYBR,,Unkn-02,,87,2011.92568490606,73.5,93,
,B06,SYBR,,Unkn-02,,87,2034.0822890159,77.5,95,
,B07,SYBR,,Unkn-10,,86.5,2309.89560310181,79,91,
,B08,SYBR,,Unkn-10,,86.5,2156.14921128372,75,92.5,
,B09,SYBR,,Unkn-10,,86.5,2314.68930347875,80.5,91,
,B10,SYBR,,Unkn-18,,87,2156.6055651953,79,91,
,B11,SYBR,,Unkn-18,,87,2021.66495783839,80.5,91,
,B12,SYBR,,Unkn-18,,87,1663.8243724753,79.5,93,
,C01,SYBR,,Std-03,,86.5,2631.34726765942,80.5,93,
,C02,SYBR,,Std-03,,86.5,2605.13864811223,81,92.5,
,C03,SYBR,,Std-03,,86.5,2689.16743587894,81,94.5,
,C04,SYBR,,Unkn-03,,87,2027.85689614466,68.5,95,
,C05,SYBR,,Unkn-03,,87,1965.93353226329,67.5,93,
,C06,SYBR,,Unkn-03,,87,2106.13508625844,68.5,92,
,C07,SYBR,,Unkn-11,,86.5,2383.32222763819,79.5,91,
,C08,SYBR,,Unkn-11,,86.5,2297.61514225985,78,92.5,
,C09,SYBR,,Unkn-11,,86.5,2355.12175339434,79,92,
,C10,SYBR,,Unkn-19,,86.5,2009.41233143943,68.5,93,
,C11,SYBR,,Unkn-19,,87,1958.94557009651,68.5,91,
,C12,SYBR,,Unkn-19,,86.5,1653.61407486912,69.5,95,
,D01,SYBR,,Std-04,,86.5,2548.04710831563,79.5,94,
,D02,SYBR,,Std-04,,86.5,2722.40139625002,80.5,92.5,
,D03,SYBR,,Std-04,,86.5,2679.11283579487,80.5,92,
,D04,SYBR,,Unkn-04,,86.5,2356.99554695765,78,94,
,D05,SYBR,,Unkn-04,,86.5,2407.76571817753,80,94.5,
,D06,SYBR,,Unkn-04,,86.5,2428.33283428952,78.5,94,
,D07,SYBR,,Unkn-12,,86.5,2247.14230343728,68.5,91,
,D08,SYBR,,Unkn-12,,86.5,2188.24405893938,77.5,92,
,D09,SYBR,,Unkn-12,,86.5,2299.41635145043,78.5,91,
,D10,SYBR,,Unkn-20,,87,1935.31450983715,68.5,94,
,D11,SYBR,,Unkn-20,,87,1870.37503150176,68.5,93,
,D12,SYBR,,Unkn-20,,87,1690.55513987791,67.5,93,
,E01,SYBR,,Std-05,,86.5,2354.25393971352,81,93,
,E02,SYBR,,Std-05,,86.5,2702.7962099339,80.5,93,
,E03,SYBR,,Std-05,,86.5,2617.85415617746,80.5,94,
,E04,SYBR,,Unkn-05,,86.5,2393.33077505944,68.5,94,
,E05,SYBR,,Unkn-05,,86.5,2434.77599799706,68.5,95,
,E06,SYBR,,Unkn-05,,86.5,2494.18988028856,68.5,91,
,E07,SYBR,,Unkn-13,,87,2030.20094283063,68,94.5,
,E08,SYBR,,Unkn-13,,87,1975.21827039006,69.5,94.5,
