,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,22.3077734647295,365000000
,A02,SYBR,,Std-01,,16.8843647358751,365000000
,A03,SYBR,,Std-01,,18.0268562437369,365000000
,A04,SYBR,,Unkn-01,,27.8690147547198,56251.1044571494
,A05,SYBR,,Unkn-01,,25.0829811706807,495050.589769317
,A06,SYBR,,Unkn-01,,25.0327952344381,514829.675050318
,A07,SYBR,,Unkn-09,,25.9961784967034,242693.569683291
,A08,SYBR,,Unkn-09,,25.840006348397,274159.694084829
,A09,SYBR,,Unkn-09,,26.2230598701869,203301.768360044
,A10,SYBR,,Unkn-17,,27.9472906525992,52916.8558014921
,A11,SYBR,,Unkn-17,,29.8416278073485,12060.8412680295
,A12,SYBR,,Unkn-17,,30.563252711245,6866.46158093701
,B01,SYBR,,Std-02,,19.5189013261625,36500000
,B02,SYBR,,Std-02,,18.3438871886062,36500000
,B03,SYBR,,Std-02,,18.846697779518,36500000
,B04,SYBR,,Unkn-02,,25.0143938235169,522278.323321873
,B05,SYBR,,Unkn-02,,24.4569525025641,807021.754877317
,B06,SYBR,,Unkn-02,,24.511783250783,773208.416262953
,B07,SYBR,,Unkn-10,,25.765682372752,290536.601598363
,B08,SYBR,,Unkn-10,,24.9263063936185,559455.206890564
,B09,SYBR,,Unkn-10,,25.3118725562958,414048.329155924
,B10,SYBR,,Unkn-18,,30.1310698723901,9621.68690589714
,B11,SYBR,,Unkn-18,,29.1875046830471,20097.3047571833
,B12,SYBR,,Unkn-18,,30.1760676433086,9289.58083096102
,C01,SYBR,,Std-03,,21.270729115937,3650000
,C02,SYBR,,Std-03,,20.0288016720573,3650000
,C03,SYBR,,Std-03,,20.6124034232741,3650000
,C04,SYBR,,Unkn-03,,25.2653307708256,429367.916305721
,C05,SYBR,,Unkn-03,,23.8389112575755,1307413.64512234
,C06,SYBR,,Unkn-03,,23.2624906863311,2050362.17817115
