,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2133.46675669587,86,95,
,A02,SYBR,,Std-01,,91,2571.41286209667,84,95,
,A03,SYBR,,Std-01,,91,2572.60677117448,83,95,
,A04,SYBR,,Unkn-01,,90,1864.16156488663,77,95,
,A05,SYBR,,Unkn-01,,90.5,1990.07190418142,78,95,
,A06,SYBR,,Unkn-01,,90.5,2001.92083358867,67.5,95,
,A07,SYBR,,Unkn-09,,90.5,1333.32816471229,88,95,
,A08,SYBR,,Unkn-09,,91,1477.33748067426,88,95,
,A09,SYBR,,Unkn-09,,None,None,None,None,
,A10,SYBR,,Unkn-17,,91.5,1991.17804489635,84,95,
,A11,SYBR,,Unkn-17,,91.5,1822.17412258548,79,95,
,A12,SYBR,,Unkn-17,,91.5,1975.51407178484,85,95,
,B01,SYBR,,Std-02,,91,2428.33162390886,86,94,
,B02,SYBR,,Std-02,,91,2607.12086768526,83.5,94,
,B03,SYBR,,Std-02,,91,2669.08670660828,84,95,
,B04,SYBR,,Unkn-02,,90,1934.50562959198,67.5,95,
,B05,SYBR,,Unkn-02,,90,2041.85344356809,68.5,95,
,B06,SYBR,,Unkn-02,,90,1959.28993999806,67.5,95,
,B07,SYBR,,Unkn-10,,90,2107.15122946814,74,95,
,B08,SYBR,,Unkn-10,,90,2113.10203310801,69,95,
,B09,SYBR,,Unkn-10,,90,1844.72654761333,70.5,95,
,B10,SYBR,,Unkn-18,,91,1770.77534286128,77,95,
,B11,SYBR,,Unkn-18,,91,1991.08719810197,78.5,95,
,B12,SYBR,,Unkn-18,,91,1875.76894850044,82,95,
,C01,SYBR,,Std-03,,91,2270.54071244275,84,95,
,C02,SYBR,,Std-03,,91,2774.45233295572,83.5,94,
,C03,SYBR,,Std-03,,91,2559.84593281833,84,94,
,C04,SYBR,,Unkn-03,,89.5,1923.07449058299,75,95,
,C05,SYBR,,Unkn-03,,90,2166.75556902222,77.5,95,
,C06,SYBR,,Unkn-03,,90,1982.46507195353,67.5,95,
,C07,SYBR,,Unkn-11,,90,2001.41123517248,78,95,
,C08,SYBR,,Unkn-11,,89.5,2206.18956747563,67.5,95,
,C09,SYBR,,Unkn-11,,89.5,2174.67578693721,79,95,
,C10,SYBR,,Unkn-19,,91,2666.14994082924,80,95,
,C11,SYBR,,Unkn-19,,91,2747.77014031859,80.5,95,
,C12,SYBR,,Unkn-19,,91,2522.13085543202,80.5,95,
,D01,SYBR,,Std-04,,91,2183.02281048421,83.5,94,
,D02,SYBR,,Std-04,,91,2490.53613271657,83.5,94,
,D03,SYBR,,Std-04,,91,2453.66928392254,83.5,94,
,D04,SYBR,,Unkn-04,,90,1871.93042174473,69,95,
,D05,SYBR,,Unkn-04,,90,1642.00354347195,68.5,95,
,D06,SYBR,,Unkn-04,,90.5,1832.25850688051,70.5,95,
,D07,SYBR,,Unkn-12,,90,2343.45946521317,67.5,95,
,D08,SYBR,,Unkn-12,,90,2319.21758391638,69,95,
,D09,SYBR,,Unkn-12,,90,2076.12952110241,79,95,
,D10,SYBR,,Unkn-20,,91,2349.54778757106,79.5,95,
,D11,SYBR,,Unkn-20,,91,2522.41067656766,82,95,
,D12,SYBR,,Unkn-20,,91.5,2417.01509265193,79,95,
,E01,SYBR,,Std-05,,None,None,None,None,
,E02,SYBR,,Std-05,,90.5,2264.55744245664,83.5,94,
,E03,SYBR,,Std-05,,90.5,2169.27788694946,83.5,94,
,E04,SYBR,,Unkn-05,,None,None,None,None,
,E05,SYBR,,Unkn-05,,91,1390.36336488576,78.5,95,
,E06,SYBR,,Unkn-05,,91,1440.06158917286,79,95,
,E07,SYBR,,Unkn-13,,91.5,1850.40081967145,87,95,
,E08,SYBR,,Unkn-13,,91.5,1738.87530541988,87,95,
,E09,SYBR,,Unkn-13,,91,1582.11117715243,87.5,95,
,E10,SYBR,,Unkn-21,,90,2242.51964152623,67.5,95,
,E11,SYBR,,Unkn-21,,90,2402.01920786419,69,95,
,E12,SYBR,,Unkn-21,,90,2363.20358535776,69.5,95,
,F01,SYBR,,Std-06,,None,None,None,None,
,F02,SYBR,,Std-06,,90.5,1758.56553222077,83.5,94,
,F03,SYBR,,Std-06,,90.5,1845.31126997911,83.5,94,
,F04,SYBR,,Unkn-06,,86,1315.0002542746,67.5,95,
,F05,SYBR,,Unkn-06,,90,2242.31186750397,69,95,
,F06,SYBR,,Unkn-06,,90,2093.58080833987,68.5,95,
,F07,SYBR,,Unkn-14,,90,2264.58242087376,67.5,95,
,F08,SYBR,,Unkn-14,,90,2254.96549021839,67.5,95,
,F09,SYBR,,Unkn-14,,90,2149.30855518273,67.5,95,
,F10,SYBR,,Unkn-22,,89,1956.33511333705,67.5,95,
