,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,89,1546.94675463175,81,95,
,A02,SYBR,,Std-01,,88.5,1611.04554563805,82.5,95,
,A03,SYBR,,Std-01,,88.5,1459.16027594395,81.5,95,
,A04,SYBR,,Unkn-01,,88.5,1566.86194008808,77.5,95,
,A05,SYBR,,Unkn-01,,90,1540.2946746985,77.5,95,
,A06,SYBR,,Unkn-01,,89.5,1466.61420872986,78.5,95,
,A07,SYBR,,Unkn-09,,89.5,1990.09149853208,82,95,
,A08,SYBR,,Unkn-09,,89,1928.92883408511,81,95,
,A09,SYBR,,Unkn-09,,89,1965.62551531757,82,95,
,A10,SYBR,,Unkn-17,,88.5,1839.69828017225,80.5,95,
,A11,SYBR,,Unkn-17,,88.5,1849.64527313896,78.5,95,
,A12,SYBR,,Unkn-17,,88.5,1723.72621754008,81.5,95,
,B01,SYBR,,Std-02,,88.5,3163.81080520758,82.5,95,
,B02,SYBR,,Std-02,,88.5,2962.26608836762,83.5,94,
,B03,SYBR,,Std-02,,88.5,3226.96243734851,83.5,95,
,B04,SYBR,,Unkn-02,,89,2188.36435965703,82,95,
,B05,SYBR,,Unkn-02,,89,2145.01308784436,81,95,
,B06,SYBR,,Unkn-02,,89,2166.26874715645,76.5,95,
,B07,SYBR,,Unkn-10,,88.5,1770.29500988583,77.5,95,
,B08,SYBR,,Unkn-10,,88.5,1762.53395000305,80.5,95,
,B09,SYBR,,Unkn-10,,88.5,1849.12878239144,79,95,
,B10,SYBR,,Unkn-18,,88,2000.16579162196,78.5,95,
,B11,SYBR,,Unkn-18,,88,1987.45367366121,80.5,95,
,B12,SYBR,,Unkn-18,,88,1923.75439255749,81.5,95,
,C01,SYBR,,Std-03,,88.5,3250.5074662369,83.5,95,
,C02,SYBR,,Std-03,,88.5,3174.62416529279,83.5,92,
,C03,SYBR,,Std-03,,88.5,3222.94153367187,83.5,95,
,C04,SYBR,,Unkn-03,,88.5,1814.25280772649,77.5,95,
,C05,SYBR,,Unkn-03,,88.5,1792.16386136653,69,95,
,C06,SYBR,,Unkn-03,,88.5,1740.82259107306,78,95,
,C07,SYBR,,Unkn-11,,88.5,1619.3893249528,80.5,95,
,C08,SYBR,,Unkn-11,,88.5,1689.12890666459,70.5,95,
,C09,SYBR,,Unkn-11,,88.5,1732.73156649212,69.5,95,
,C10,SYBR,,Unkn-19,,89.5,1433.65456601099,69.5,95,
,C11,SYBR,,Unkn-19,,89.5,1495.87973827229,69.5,95,
,C12,SYBR,,Unkn-19,,90,1417.42601221241,77,95,
,D01,SYBR,,Std-04,,88.5,3089.23150400258,83.5,92,
,D02,SYBR,,Std-04,,88.5,3028.15050429725,83.5,95,
,D03,SYBR,,Std-04,,88.5,3028.16357876327,82.5,94,
,D04,SYBR,,Unkn-04,,89,2027.58009081968,67.5,95,
,D05,SYBR,,Unkn-04,,89,2040.08051567603,67.5,95,
,D06,SYBR,,Unkn-04,,89,2001.42347440517,67.5,95,
,D07,SYBR,,Unkn-12,,89.5,1604.83959994149,70,95,
,D08,SYBR,,Unkn-12,,89.5,1621.35108049807,67.5,95,
,D09,SYBR,,Unkn-12,,90,1665.85023669276,68.5,95,
,D10,SYBR,,Unkn-20,,87.5,1797.02943858244,78.5,95,
,D11,SYBR,,Unkn-20,,87.5,1778.42919188099,78,95,
,D12,SYBR,,Unkn-20,,87.5,1741.60412014851,78.5,95,
,E01,SYBR,,Std-05,,88.5,2955.18685787246,83,92,
,E02,SYBR,,Std-05,,88,3003.99242451994,83,95,
,E03,SYBR,,Std-05,,88,3031.97702160424,83,94,
,E04,SYBR,,Unkn-05,,88,1581.11238596219,74,95,
,E05,SYBR,,Unkn-05,,88,1545.74541639932,68.5,95,
,E06,SYBR,,Unkn-05,,88,1498.87476659602,67.5,95,
,E07,SYBR,,Unkn-13,,88,1749.15444225718,75.5,95,
,E08,SYBR,,Unkn-13,,88,1762.04653384057,75.5,95,
,E09,SYBR,,Unkn-13,,88,1847.83033249313,69,95,
,E10,SYBR,,Unkn-21,,88,1831.48522139638,70,95,
,E11,SYBR,,Unkn-21,,88,1767.14175138593,69.5,95,
,E12,SYBR,,Unkn-21,,88,1732.64192409408,77,95,
,F01,SYBR,,Std-06,,88,2742.55739361858,83,94,
