,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,13142.8091039489,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,12005.3892226737,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,8016.15925163976,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,12763.120798074,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,12864.9659346683,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,12246.3408520872,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,14080.12740584,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,12773.6271211349,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,13310.064322719,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,9203.24088758095,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,8752.05867510801,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,7891.19881113545,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16461.6868243966,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,16306.8794894316,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,17316.4172812299,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,10408.094273514,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,10639.7614417019,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,10806.8685760547,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,10521.7161305356,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,10457.1526215921,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,11452.7114228466,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,10279.8078130499,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,9745.9264337889,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,9360.11042863704,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,16386.4534395714,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,16106.2045152261,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,16887.6298742632,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,11506.1860639261,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,11403.5711896559,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,10812.4508643639,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,11040.7097372686,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,11592.0034806514,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,12663.4018269331,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,10544.6350627283,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,11058.628408286,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,9699.43206287978,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,16984.0069446866,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,16361.1357065009,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,16786.7698858654,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,11601.1983421901,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,12422.9542287191,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,12226.9010484743,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,8660.34583880934,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,9128.2488422003,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,9683.49059438896,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,10942.9866035708,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,11174.5777662839,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,10661.7479978585,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,16107.7287992389,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,17125.7716428927,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17255.2640685841,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,11225.7008301747,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,11208.5447963653,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,10814.8560298372,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,10195.6465957751,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,10020.9007560461,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,11172.1222467581,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,13191.8636510234,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,13147.8362333109,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,12250.8596011919,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,16602.3399327175,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,16242.0962519517,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,17576.0903649278,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,9967.76278481853,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,10311.3088898099,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,10307.2087531954,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,10249.5515984374,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,9676.0544761416,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,10522.9024222501,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,13636.671457305,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,13879.7561398429,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,13139.1028735083,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,15333.4465284288,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,16518.9546823879,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,15752.0366792894,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,7680.52451115383,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,7719.45121139838,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,7654.10897465035,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,13458.4344413917,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,12247.7285334099,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,13125.6054279691,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,9528.45133993683,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,11470.8907872244,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,10635.9929752442,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,13239.3890805038,,NTC,Unassigned,False
,H02,SYBR,,NTC,,12273.7942508459,,NTC,Unassigned,False
,H03,SYBR,,NTC,,10818.9855395505,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,4477.87761514961,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,4133.00080577292,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,4664.97851199725,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,10382.4673381369,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,10296.6926887396,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,11674.1452468905,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-24,,10268.1300590034,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-24,,10653.314625443,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-24,,9826.09132862356,,Unknown,Unassigned,False
