,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,2823.36239271993,79.5,95,
,A02,SYBR,,Std-01,,87,2960.14189467003,80.5,95,
,A03,SYBR,,Std-01,,87,3054.08094049146,81,95,
,A04,SYBR,,Unkn-01,,87,2632.54849689649,77,94,
,A05,SYBR,,Unkn-01,,87,2440.93598813532,69,91,
,A06,SYBR,,Unkn-01,,87,2433.468195744,69,91,
,A07,SYBR,,Unkn-09,,87,2610.33282339862,68.5,95,
,A08,SYBR,,Unkn-09,,87,2561.65782418028,68,94,
,A09,SYBR,,Unkn-09,,87,2609.06313026101,68.5,94,
,A10,SYBR,,Unkn-17,,86.5,2372.05207137753,69,94,
,A11,SYBR,,Unkn-17,,86.5,2394.40184344652,69,95,
,A12,SYBR,,Unkn-17,,87,2472.40647455607,68.5,92.5,
,B01,SYBR,,Std-02,,86.5,2936.32202037619,77.5,95,
,B02,SYBR,,Std-02,,86.5,2904.33324125045,81,95,
,B03,SYBR,,Std-02,,86.5,3102.96235514057,80,94,
,B04,SYBR,,Unkn-02,,87,2743.48432716328,67.5,92,
,B05,SYBR,,Unkn-02,,87,2661.4970611013,68,94,
,B06,SYBR,,Unkn-02,,87,2765.7281371964,67.5,94,
,B07,SYBR,,Unkn-10,,86.5,2602.45585148563,67.5,91.5,
,B08,SYBR,,Unkn-10,,86.5,2523.20180838834,68,91.5,
,B09,SYBR,,Unkn-10,,86.5,2445.20805198702,75.5,91.5,
,B10,SYBR,,Unkn-18,,87,2598.2116259883,68.5,94,
,B11,SYBR,,Unkn-18,,86,2481.67155028147,68.5,95,
,B12,SYBR,,Unkn-18,,87,2515.49281360256,81.5,94,
,C01,SYBR,,Std-03,,86.5,2562.35149505591,80.5,94,
,C02,SYBR,,Std-03,,86.5,2955.82963676277,80.5,94,
,C03,SYBR,,Std-03,,86.5,2782.75272972911,80.5,95,
,C04,SYBR,,Unkn-03,,86.5,2736.67125945191,68,91,
,C05,SYBR,,Unkn-03,,86.5,2489.13183474188,67.5,90,
,C06,SYBR,,Unkn-03,,87,2749.26465872881,69,91,
,C07,SYBR,,Unkn-11,,87,2510.95737886876,68.5,94,
,C08,SYBR,,Unkn-11,,87,2460.45837392219,69,94,
,C09,SYBR,,Unkn-11,,87,2531.97576957849,68.5,94,
,C10,SYBR,,Unkn-19,,86,2614.3987836332,68,95,
,C11,SYBR,,Unkn-19,,87,2635.25906475452,68.5,94,
,C12,SYBR,,Unkn-19,,87,2452.1657910346,68.5,95,
,D01,SYBR,,Std-04,,86.5,3023.06315358557,80.5,93.5,
,D02,SYBR,,Std-04,,86.5,2912.66759928594,80,95,
,D03,SYBR,,Std-04,,86.5,2886.43764725172,81,95,
,D04,SYBR,,Unkn-04,,87,2305.04596232467,68,95,
,D05,SYBR,,Unkn-04,,87,2405.65511148193,68,91.5,
,D06,SYBR,,Unkn-04,,87,2312.22152222607,68.5,95,
,D07,SYBR,,Unkn-12,,87,2568.50736984195,68,95,
,D08,SYBR,,Unkn-12,,87,2268.30149963048,67.5,95,
,D09,SYBR,,Unkn-12,,87,2613.55308474451,67.5,95,
,D10,SYBR,,Unkn-20,,86,2638.14707081617,67.5,94,
,D11,SYBR,,Unkn-20,,85.5,2606.99434575468,68,94,
,D12,SYBR,,Unkn-20,,85.5,2573.75377456782,68,94,
,E01,SYBR,,Std-05,,86.5,2718.86657805008,80.5,93.5,
,E02,SYBR,,Std-05,,86.5,2684.02896835678,80,95,
,E03,SYBR,,Std-05,,86.5,2956.7101093938,80.5,90.5,
,E04,SYBR,,Unkn-05,,87,2774.90307863089,69,94,
,E05,SYBR,,Unkn-05,,87,2678.33072188211,68,95,
,E06,SYBR,,Unkn-05,,87,2813.26575471072,68,95,
,E07,SYBR,,Unkn-13,,87,2589.46226047782,68,91.5,
,E08,SYBR,,Unkn-13,,87,2286.51084601273,68,95,
,E09,SYBR,,Unkn-13,,87,2608.71921947148,68.5,91.5,
,E10,SYBR,,Unkn-21,,85.5,2792.33611772756,67.5,90,
,E11,SYBR,,Unkn-21,,86,2694.20435071558,78.5,90.5,
,E12,SYBR,,Unkn-21,,86.5,2687.22530207164,68.5,91,
,F01,SYBR,,Std-06,,86.5,2478.79828280569,80,91,
,F02,SYBR,,Std-06,,86.5,2568.82993685676,80.5,94,
,F03,SYBR,,Std-06,,86.5,2886.27781968147,80,94,
,F04,SYBR,,Unkn-06,,87,2187.72247122981,67.5,94,
,F05,SYBR,,Unkn-06,,87,2322.25056722847,67.5,95,
,F06,SYBR,,Unkn-06,,87,2382.17183042663,68.5,94,
,F07,SYBR,,Unkn-14,,86.5,2891.53393574404,67.5,93.5,
,F08,SYBR,,Unkn-14,,86.5,2580.95220852642,80.5,92.5,
,F09,SYBR,,Unkn-14,,86.5,2859.31264368304,78.5,93.5,
