,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,8.05417552881087,8.16363332263649,7.96277649370872,11.5076418564067,11.2299571455519,11.1928541240441,13.4742927138388,13.2077165607851,12.99205341123,12.8926076301836,12.9912876315123,13.0198865750597
A,copy number,365000000,365000000,365000000,43267490.0663396,51913715.7997329,53192921.0756685,11907098.3894122,14182774.7390171,16338413.3633772,17439934.9761001,16346623.9673256,16042771.7823878
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,11.5783218958114,11.8214099182651,11.6615705521496,11.280420793294,11.3193164051371,11.3636729082569,12.5381399050099,12.5390551354674,12.7101979727156,14.573506663543,13.2320106263178,13.7663624472785
B,copy number,36500000,36500000,36500000,50223105.2413773,48957707.7386557,47553514.9489434,22006094.6963447,21992884.9242696,19657064.0703529,5789060.22502329,13958511.9477402,9830753.810447
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,15.4076421968444,15.5082534659378,15.8438699025135,10.9519198372817,10.9650540957072,11.0166273596545,13.6702090315094,13.9939107361712,13.4547819133082,13.2426676679988,14.4179661560865,13.6460027088145
C,copy number,3650000,3650000,3650000,62302144.1153613,61767590.8432741,59712595.2121032,10470892.7654679,8467432.15691924,12060495.0325516,13861257.2282749,6411004.19206913,10638509.702053
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,18.7685411231324,18.927352764044,18.8898113831871,13.016175953599,12.8265214814118,12.9292769813533,14.1135823685115,14.2648369325442,14.0989042146028,15.5211678788079,15.652389101314,15.6280432782771
D,copy number,365000,365000,365000,16081874.5106739,18212716.1150895,17025375.5980674,7828054.00804693,7088543.51062199,7903801.85757973,3108794.0661042,2852352.72210677,2898278.12611551
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,22.3055294202796,22.2704501906328,22.303807203128,13.1373138696431,13.1503959834291,13.3422365164283,14.391456820392,14.4280850326515,14.2592672478645,13.1284514239859,13.3204410830636,13.4833271614537
E,copy number,36500,36500,36500,14853232.1829774,14726295.0303166,12984719.6014548,6523480.04144762,6368584.27258609,7114493.28617448,14939846.565619,13171727.1439181,11836730.6891292
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,26.0541884371489,25.8281332277828,25.891482447696,14.1127168760928,13.9439426068154,14.0493366642137,15.2982793691904,15.2822330594942,15.2653947434131,11.9708860679557,11.8863483623512,11.8693484014722
F,copy number,3650,3650,3650,7832500.24550116,8749617.99297169,8165058.0039188,3598316.35620808,3636397.92324764,3676792.53074962,31927875.1600469,33748716.1434677,34127229.8262761
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,29.0430117110459,29.1097376096824,29.1162743154117,16.2361069298904,16.1910814733804,16.3452449808104,12.0058270303842,12.0482093464838,11.9277519744787,11.5029579839405,11.4789919545706,11.6293965093263
G,copy number,365,365,365,1944845.57192324,2003153.26099097,1810458.32549306,31204291.4068987,30348580.0589119,32844311.9660929,43400653.9596421,44088455.9145804,39945722.2030646
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,30.1822631172554,32.5087815377572,32.3088983814132,14.4011587392582,14.2167575338155,14.4536391528486,11.6393766515822,11.6862454005265,11.4043774092094,12.6733415425756,12.7394934708938,13.0320862248906
H,copy number,NaN,NaN,NaN,6482088.86269942,7315705.63015383,6262702.64004192,39685023.8827943,38483306.7613259,46300398.9303948,20138175.3034475,19282863.089525,15914880.1363866
