,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,8.05417552881087,365000000
,A02,SYBR,,Std-01,,8.16363332263649,365000000
,A03,SYBR,,Std-01,,7.96277649370872,365000000
,A04,SYBR,,Unkn-01,,11.5076418564067,43267490.0663396
,A05,SYBR,,Unkn-01,,11.2299571455519,51913715.7997329
,A06,SYBR,,Unkn-01,,11.1928541240441,53192921.0756685
,A07,SYBR,,Unkn-09,,13.4742927138388,11907098.3894122
,A08,SYBR,,Unkn-09,,13.2077165607851,14182774.7390171
,A09,SYBR,,Unkn-09,,12.99205341123,16338413.3633772
,A10,SYBR,,Unkn-17,,12.8926076301836,17439934.9761001
,A11,SYBR,,Unkn-17,,12.9912876315123,16346623.9673256
,A12,SYBR,,Unkn-17,,13.0198865750597,16042771.7823878
,B01,SYBR,,Std-02,,11.5783218958114,36500000
,B02,SYBR,,Std-02,,11.8214099182651,36500000
,B03,SYBR,,Std-02,,11.6615705521496,36500000
,B04,SYBR,,Unkn-02,,11.280420793294,50223105.2413773
,B05,SYBR,,Unkn-02,,11.3193164051371,48957707.7386557
,B06,SYBR,,Unkn-02,,11.3636729082569,47553514.9489434
,B07,SYBR,,Unkn-10,,12.5381399050099,22006094.6963447
,B08,SYBR,,Unkn-10,,12.5390551354674,21992884.9242696
,B09,SYBR,,Unkn-10,,12.7101979727156,19657064.0703529
,B10,SYBR,,Unkn-18,,14.573506663543,5789060.22502329
,B11,SYBR,,Unkn-18,,13.2320106263178,13958511.9477402
,B12,SYBR,,Unkn-18,,13.7663624472785,9830753.810447
,C01,SYBR,,Std-03,,15.4076421968444,3650000
,C02,SYBR,,Std-03,,15.5082534659378,3650000
,C03,SYBR,,Std-03,,15.8438699025135,3650000
,C04,SYBR,,Unkn-03,,10.9519198372817,62302144.1153613
,C05,SYBR,,Unkn-03,,10.9650540957072,61767590.8432741
,C06,SYBR,,Unkn-03,,11.0166273596545,59712595.2121032
,C07,SYBR,,Unkn-11,,13.6702090315094,10470892.7654679
,C08,SYBR,,Unkn-11,,13.9939107361712,8467432.15691924
,C09,SYBR,,Unkn-11,,13.4547819133082,12060495.0325516
,C10,SYBR,,Unkn-19,,13.2426676679988,13861257.2282749
,C11,SYBR,,Unkn-19,,14.4179661560865,6411004.19206913
,C12,SYBR,,Unkn-19,,13.6460027088145,10638509.702053
,D01,SYBR,,Std-04,,18.7685411231324,365000
,D02,SYBR,,Std-04,,18.927352764044,365000
,D03,SYBR,,Std-04,,18.8898113831871,365000
,D04,SYBR,,Unkn-04,,13.016175953599,16081874.5106739
,D05,SYBR,,Unkn-04,,12.8265214814118,18212716.1150895
,D06,SYBR,,Unkn-04,,12.9292769813533,17025375.5980674
,D07,SYBR,,Unkn-12,,14.1135823685115,7828054.00804693
,D08,SYBR,,Unkn-12,,14.2648369325442,7088543.51062199
